K,omega1,omega2,theta1,theta2,omega_diff
10.1,1.9722220547535925,0,[    nan     nan 2.58541     nan],[     nan      nan -0.61319      nan],1.9722220547535925
10.1,1.9896753472735358,0,[    nan     nan 2.59377     nan],[     nan      nan -0.60409      nan],1.9896753472735358
10.1,2.007128639793479,0,[    nan     nan 2.60212     nan],[     nan      nan -0.59499      nan],2.007128639793479
10.1,2.0245819323134224,0,[    nan     nan 2.61047     nan],[     nan      nan -0.58589      nan],2.0245819323134224
10.1,2.0420352248333655,0,[    nan     nan 2.61882     nan],[     nan      nan -0.57679      nan],2.0420352248333655
10.1,2.059488517353309,0,[    nan     nan 2.62717     nan],[     nan      nan -0.56768      nan],2.059488517353309
10.1,2.076941809873252,0,[    nan     nan 2.63552     nan],[     nan      nan -0.55857      nan],2.076941809873252
10.1,2.0943951023931953,0,[    nan     nan 2.64386     nan],[     nan      nan -0.54946      nan],2.0943951023931953
10.1,2.111848394913139,0,[   nan    nan 2.6522    nan],[     nan      nan -0.54035      nan],2.111848394913139
10.1,2.129301687433082,0,[    nan     nan 2.66054     nan],[     nan      nan -0.53124      nan],2.129301687433082
10.1,2.1467549799530254,0,[    nan     nan 2.66887     nan],[     nan      nan -0.52212      nan],2.1467549799530254
10.1,2.1642082724729685,0,[    nan     nan 2.67721     nan],[   nan    nan -0.513    nan],2.1642082724729685
10.1,2.181661564992912,0,[    nan     nan 2.68554     nan],[     nan      nan -0.50388      nan],2.181661564992912
10.1,2.199114857512855,0,[    nan     nan 2.69387     nan],[     nan      nan -0.49475      nan],2.199114857512855
10.1,2.2165681500327987,0,[   nan    nan 2.7022    nan],[     nan      nan -0.48563      nan],2.2165681500327987
10.1,2.234021442552742,0,[    nan     nan 2.71052     nan],[    nan     nan -0.4765     nan],2.234021442552742
10.1,2.251474735072685,0,[    nan     nan 2.71885     nan],[     nan      nan -0.46737      nan],2.251474735072685
10.1,2.2689280275926285,0,[    nan     nan 2.72717     nan],[     nan      nan -0.45824      nan],2.2689280275926285
10.1,2.2863813201125716,0,[    nan     nan 2.73549     nan],[     nan      nan -0.44911      nan],2.2863813201125716
10.1,2.303834612632515,0,[   nan    nan 2.7438    nan],[     nan      nan -0.43997      nan],2.303834612632515
10.1,2.321287905152458,0,[    nan     nan 2.75212     nan],[     nan      nan -0.43083      nan],2.321287905152458
10.1,2.3387411976724017,0,[    nan     nan 2.76044     nan],[     nan      nan -0.42169      nan],2.3387411976724017
10.1,2.356194490192345,0,[    nan     nan 2.76875     nan],[     nan      nan -0.41255      nan],2.356194490192345
10.1,2.3736477827122884,0,[    nan     nan 2.77706     nan],[     nan      nan -0.40341      nan],2.3736477827122884
10.1,2.3911010752322315,0,[    nan     nan 2.78537     nan],[     nan      nan -0.39427      nan],2.3911010752322315
10.1,2.4085543677521746,0,[    nan     nan 2.79368     nan],[     nan      nan -0.38512      nan],2.4085543677521746
10.1,2.426007660272118,0,[    nan     nan 2.80198     nan],[     nan      nan -0.37597      nan],2.426007660272118
10.1,2.443460952792061,0,[    nan     nan 2.81029     nan],[     nan      nan -0.36682      nan],2.443460952792061
10.1,2.4609142453120048,0,[    nan     nan 2.81859     nan],[     nan      nan -0.35767      nan],2.4609142453120048
10.1,2.478367537831948,0,[    nan     nan 2.82689     nan],[     nan      nan -0.34852      nan],2.478367537831948
10.1,2.4958208303518914,0,[    nan     nan 2.83519     nan],[     nan      nan -0.33937      nan],2.4958208303518914
10.1,2.5132741228718345,0,[    nan     nan 2.84349     nan],[     nan      nan -0.33021      nan],2.5132741228718345
10.1,2.530727415391778,0,[    nan     nan 2.85178     nan],[     nan      nan -0.32106      nan],2.530727415391778
10.1,2.548180707911721,0,[    nan     nan 2.86008     nan],[    nan     nan -0.3119     nan],2.548180707911721
10.1,2.5656340004316642,0,[    nan     nan 2.86837     nan],[     nan      nan -0.30274      nan],2.5656340004316642
10.1,2.5830872929516078,0,[    nan     nan 2.87667     nan],[     nan      nan -0.29358      nan],2.5830872929516078
10.1,2.600540585471551,0,[    nan     nan 2.88496     nan],[     nan      nan -0.28442      nan],2.600540585471551
10.1,2.6179938779914944,0,[    nan     nan 2.89325     nan],[     nan      nan -0.27526      nan],2.6179938779914944
10.1,2.6354471705114375,0,[    nan     nan 2.90154     nan],[     nan      nan -0.26609      nan],2.6354471705114375
10.1,2.652900463031381,0,[    nan     nan 2.90983     nan],[     nan      nan -0.25693      nan],2.652900463031381
10.1,2.670353755551324,0,[    nan     nan 2.91811     nan],[     nan      nan -0.24776      nan],2.670353755551324
10.1,2.6878070480712677,0,[   nan    nan 2.9264    nan],[     nan      nan -0.23859      nan],2.6878070480712677
10.1,2.705260340591211,0,[    nan     nan 2.93469     nan],[     nan      nan -0.22943      nan],2.705260340591211
10.1,2.722713633111154,0,[    nan     nan 2.94297     nan],[     nan      nan -0.22026      nan],2.722713633111154
10.1,2.7401669256310974,0,[    nan     nan 2.95125     nan],[     nan      nan -0.21109      nan],2.7401669256310974
10.1,2.7576202181510405,0,[    nan     nan 2.95954     nan],[     nan      nan -0.20191      nan],2.7576202181510405
10.1,2.775073510670984,0,[    nan     nan 2.96782     nan],[     nan      nan -0.19274      nan],2.775073510670984
10.1,2.792526803190927,0,[   nan    nan 2.9761    nan],[     nan      nan -0.18357      nan],2.792526803190927
10.1,2.8099800957108707,0,[    nan     nan 2.98438     nan],[    nan     nan -0.1744     nan],2.8099800957108707
10.1,2.827433388230814,0,[    nan     nan 2.99266     nan],[     nan      nan -0.16522      nan],2.827433388230814
10.1,2.8448866807507573,0,[    nan     nan 3.00093     nan],[     nan      nan -0.15605      nan],2.8448866807507573
10.1,2.8623399732707004,0,[    nan     nan 3.00921     nan],[     nan      nan -0.14687      nan],2.8623399732707004
10.1,2.8797932657906435,0,[    nan     nan 3.01749     nan],[     nan      nan -0.13769      nan],2.8797932657906435
10.1,2.897246558310587,0,[    nan     nan 3.02576     nan],[     nan      nan -0.12852      nan],2.897246558310587
10.1,2.91469985083053,0,[    nan     nan 3.03404     nan],[     nan      nan -0.11934      nan],2.91469985083053
10.1,2.9321531433504737,0,[    nan     nan 3.04232     nan],[     nan      nan -0.11016      nan],2.9321531433504737
10.1,2.949606435870417,0,[    nan     nan 3.05059     nan],[     nan      nan -0.10098      nan],2.949606435870417
10.1,2.9670597283903604,0,[    nan     nan 3.05886     nan],[    nan     nan -0.0918     nan],2.9670597283903604
10.1,2.9845130209103035,0,[    nan     nan 3.06714     nan],[     nan      nan -0.08263      nan],2.9845130209103035
10.1,3.001966313430247,0,[    nan     nan 3.07541     nan],[     nan      nan -0.07345      nan],3.001966313430247
10.1,3.01941960595019,0,[    nan     nan 3.08369     nan],[     nan      nan -0.06427      nan],3.01941960595019
10.1,3.036872898470133,0,[    nan     nan 3.09196     nan],[     nan      nan -0.05509      nan],3.036872898470133
10.1,3.0543261909900767,0,[    nan     nan 3.10023     nan],[    nan     nan -0.0459     nan],3.0543261909900767
10.1,3.07177948351002,0,[   nan    nan 3.1085    nan],[     nan      nan -0.03672      nan],3.07177948351002
10.1,3.0892327760299634,0,[    nan     nan 3.11678     nan],[     nan      nan -0.02754      nan],3.0892327760299634
10.1,3.1066860685499065,0,[    nan     nan 3.12505     nan],[     nan      nan -0.01836      nan],3.1066860685499065
10.1,3.12413936106985,0,[    nan     nan 3.13332     nan],[     nan      nan -0.00918      nan],3.12413936106985
20.1,0.0,0,[nan  0. nan],[nan  0. nan],0.0
20.1,0.017453292519943295,0,[    nan 0.00894     nan     nan],[    nan 0.00851     nan     nan],0.017453292519943295
20.1,0.03490658503988659,0,[    nan 0.01788     nan     nan],[    nan 0.01703     nan     nan],0.03490658503988659
20.1,0.05235987755982989,0,[    nan 0.02682     nan     nan],[    nan 0.02554     nan     nan],0.05235987755982989
20.1,0.06981317007977318,0,[    nan 0.03575     nan     nan],[    nan 0.03406     nan     nan],0.06981317007977318
20.1,0.08726646259971647,0,[    nan 0.04469     nan     nan],[    nan 0.04257     nan     nan],0.08726646259971647
20.1,0.10471975511965978,0,[    nan 0.05363     nan     nan],[    nan 0.05109     nan     nan],0.10471975511965978
20.1,0.12217304763960307,0,[    nan 0.06257     nan     nan],[   nan 0.0596    nan    nan],0.12217304763960307
20.1,0.13962634015954636,0,[    nan 0.07151     nan     nan],[    nan 0.06812     nan     nan],0.13962634015954636
20.1,0.15707963267948966,0,[    nan 0.08044     nan     nan],[    nan 0.07664     nan     nan],0.15707963267948966
20.1,0.17453292519943295,0,[    nan 0.08938     nan     nan],[    nan 0.08515     nan     nan],0.17453292519943295
20.1,0.19198621771937624,0,[    nan 0.09832     nan     nan],[    nan 0.09367     nan     nan],0.19198621771937624
20.1,0.20943951023931956,0,[    nan 0.10726     nan     nan],[    nan 0.10218     nan     nan],0.20943951023931956
20.1,0.22689280275926285,0,[    nan 0.11619     nan     nan],[   nan 0.1107    nan    nan],0.22689280275926285
20.1,0.24434609527920614,0,[    nan 0.12513     nan     nan],[    nan 0.11921     nan     nan],0.24434609527920614
20.1,0.2617993877991494,0,[    nan 0.13407     nan     nan],[    nan 0.12773     nan     nan],0.2617993877991494
20.1,0.2792526803190927,0,[    nan 0.14301     nan     nan],[    nan 0.13625     nan     nan],0.2792526803190927
20.1,0.29670597283903605,0,[    nan 0.15194     nan     nan],[    nan 0.14476     nan     nan],0.29670597283903605
20.1,0.3141592653589793,0,[    nan 0.16088     nan     nan],[    nan 0.15328     nan     nan],0.3141592653589793
20.1,0.33161255787892263,0,[    nan 0.16981     nan     nan],[   nan 0.1618    nan    nan],0.33161255787892263
20.1,0.3490658503988659,0,[    nan 0.17875     nan     nan],[    nan 0.17032     nan     nan],0.3490658503988659
20.1,0.3665191429188092,0,[    nan 0.18768     nan     nan],[    nan 0.17883     nan     nan],0.3665191429188092
20.1,0.3839724354387525,0,[    nan 0.19662     nan     nan],[    nan 0.18735     nan     nan],0.3839724354387525
20.1,0.4014257279586958,0,[    nan 0.20555     nan     nan],[    nan 0.19587     nan     nan],0.4014257279586958
20.1,0.4188790204786391,0,[    nan 0.21449     nan     nan],[    nan 0.20439     nan     nan],0.4188790204786391
20.1,0.4363323129985824,0,[    nan 0.22342     nan     nan],[    nan 0.21291     nan     nan],0.4363323129985824
20.1,0.4537856055185257,0,[    nan 0.23236     nan     nan],[    nan 0.22143     nan     nan],0.4537856055185257
20.1,0.47123889803846897,0,[    nan 0.24129     nan     nan],[    nan 0.22995     nan     nan],0.47123889803846897
20.1,0.4886921905584123,0,[    nan 0.25022     nan     nan],[    nan 0.23847     nan     nan],0.4886921905584123
20.1,0.5061454830783556,0,[    nan 0.25915     nan     nan],[    nan 0.24699     nan     nan],0.5061454830783556
20.1,0.5235987755982988,0,[    nan 0.26809     nan     nan],[    nan 0.25551     nan     nan],0.5235987755982988
20.1,0.5410520681182421,0,[    nan 0.27702     nan     nan],[    nan 0.26403     nan     nan],0.5410520681182421
20.1,0.5585053606381855,0,[    nan 0.28595     nan     nan],[    nan 0.27256     nan     nan],0.5585053606381855
20.1,0.5759586531581288,0,[    nan 0.29488     nan     nan],[    nan 0.28108     nan     nan],0.5759586531581288
20.1,0.5934119456780721,0,[    nan 0.30381     nan     nan],[   nan 0.2896    nan    nan],0.5934119456780721
20.1,0.6108652381980153,0,[    nan 0.31274     nan     nan],[    nan 0.29813     nan     nan],0.6108652381980153
20.1,0.6283185307179586,0,[    nan 0.32167     nan     nan],[    nan 0.30665     nan     nan],0.6283185307179586
20.1,0.6457718232379019,0,[   nan 0.3306    nan    nan],[    nan 0.31517     nan     nan],0.6457718232379019
20.1,0.6632251157578453,0,[    nan 0.33953     nan     nan],[   nan 0.3237    nan    nan],0.6632251157578453
20.1,0.6806784082777885,0,[    nan 0.34845     nan     nan],[    nan 0.33223     nan     nan],0.6806784082777885
20.1,0.6981317007977318,0,[    nan 0.35738     nan     nan],[    nan 0.34075     nan     nan],0.6981317007977318
20.1,0.7155849933176751,0,[    nan 0.36631     nan     nan],[    nan 0.34928     nan     nan],0.7155849933176751
20.1,0.7330382858376184,0,[    nan 0.37523     nan     nan],[    nan 0.35781     nan     nan],0.7330382858376184
20.1,0.7504915783575618,0,[    nan 0.38416     nan     nan],[    nan 0.36633     nan     nan],0.7504915783575618
20.1,0.767944870877505,0,[    nan 0.39308     nan     nan],[    nan 0.37486     nan     nan],0.767944870877505
20.1,0.7853981633974483,0,[  nan 0.402   nan   nan],[    nan 0.38339     nan     nan],0.7853981633974483
20.1,0.8028514559173916,0,[    nan 0.41093     nan     nan],[    nan 0.39192     nan     nan],0.8028514559173916
20.1,0.8203047484373349,0,[    nan 0.41985     nan     nan],[    nan 0.40045     nan     nan],0.8203047484373349
20.1,0.8377580409572782,0,[    nan 0.42877     nan     nan],[    nan 0.40899     nan     nan],0.8377580409572782
20.1,0.8552113334772214,0,[    nan 0.43769     nan     nan],[    nan 0.41752     nan     nan],0.8552113334772214
20.1,0.8726646259971648,0,[    nan 0.44661     nan     nan],[    nan 0.42605     nan     nan],0.8726646259971648
20.1,0.8901179185171081,0,[    nan 0.45553     nan     nan],[    nan 0.43458     nan     nan],0.8901179185171081
20.1,0.9075712110370514,0,[    nan 0.46445     nan     nan],[    nan 0.44312     nan     nan],0.9075712110370514
20.1,0.9250245035569946,0,[    nan 0.47337     nan     nan],[    nan 0.45165     nan     nan],0.9250245035569946
20.1,0.9424777960769379,0,[    nan 0.48229     nan     nan],[    nan 0.46019     nan     nan],0.9424777960769379
20.1,0.9599310885968813,0,[   nan 0.4912    nan    nan],[    nan 0.46873     nan     nan],0.9599310885968813
20.1,0.9773843811168246,0,[    nan 0.50012     nan     nan],[    nan 0.47726     nan     nan],0.9773843811168246
20.1,0.9948376736367679,0,[    nan 0.50903     nan     nan],[   nan 0.4858    nan    nan],0.9948376736367679
20.1,1.0122909661567112,0,[    nan 0.51795     nan     nan],[    nan 0.49434     nan     nan],1.0122909661567112
20.1,1.0297442586766545,0,[    nan 0.52686     nan     nan],[    nan 0.50288     nan     nan],1.0297442586766545
20.1,1.0471975511965976,0,[    nan 0.53577     nan     nan],[    nan 0.51142     nan     nan],1.0471975511965976
20.1,1.064650843716541,0,[    nan 0.54469     nan     nan],[    nan 0.51996     nan     nan],1.064650843716541
20.1,1.0821041362364843,0,[   nan 0.5536    nan    nan],[    nan 0.52851     nan     nan],1.0821041362364843
20.1,1.0995574287564276,0,[    nan 0.56251     nan     nan],[    nan 0.53705     nan     nan],1.0995574287564276
20.1,1.117010721276371,0,[    nan 0.57142     nan     nan],[   nan 0.5456    nan    nan],1.117010721276371
20.1,1.1344640137963142,0,[    nan 0.58032     nan     nan],[    nan 0.55414     nan     nan],1.1344640137963142
20.1,1.1519173063162575,0,[    nan 0.58923     nan     nan],[    nan 0.56269     nan     nan],1.1519173063162575
20.1,1.1693705988362009,0,[    nan 0.59814     nan     nan],[    nan 0.57123     nan     nan],1.1693705988362009
20.1,1.1868238913561442,0,[    nan 0.60704     nan     nan],[    nan 0.57978     nan     nan],1.1868238913561442
20.1,1.2042771838760873,0,[    nan 0.61595     nan     nan],[    nan 0.58833     nan     nan],1.2042771838760873
20.1,1.2217304763960306,0,[    nan 0.62485     nan     nan],[    nan 0.59688     nan     nan],1.2217304763960306
20.1,1.239183768915974,0,[    nan 0.63375     nan     nan],[    nan 0.60543     nan     nan],1.239183768915974
20.1,1.2566370614359172,0,[    nan 0.64265     nan     nan],[    nan 0.61398     nan     nan],1.2566370614359172
20.1,1.2740903539558606,0,[    nan 0.65155     nan     nan],[    nan 0.62254     nan     nan],1.2740903539558606
20.1,1.2915436464758039,0,[    nan 0.66045     nan     nan],[    nan 0.63109     nan     nan],1.2915436464758039
20.1,1.3089969389957472,0,[    nan 0.66935     nan     nan],[    nan 0.63965     nan     nan],1.3089969389957472
20.1,1.3264502315156905,0,[    nan 0.67825     nan     nan],[   nan 0.6482    nan    nan],1.3264502315156905
20.1,1.3439035240356338,0,[    nan 0.68714     nan     nan],[    nan 0.65676     nan     nan],1.3439035240356338
20.1,1.361356816555577,0,[    nan 0.69604     nan     nan],[    nan 0.66532     nan     nan],1.361356816555577
20.1,1.3788101090755203,0,[    nan 0.70493     nan     nan],[    nan 0.67388     nan     nan],1.3788101090755203
20.1,1.3962634015954636,0,[    nan 0.71382     nan     nan],[    nan 0.68244     nan     nan],1.3962634015954636
20.1,1.413716694115407,0,[    nan 0.72271     nan     nan],[  nan 0.691   nan   nan],1.413716694115407
20.1,1.4311699866353502,0,[   nan 0.7316    nan    nan],[    nan 0.69957     nan     nan],1.4311699866353502
20.1,1.4486232791552935,0,[    nan 0.74049     nan     nan],[    nan 0.70813     nan     nan],1.4486232791552935
20.1,1.4660765716752369,0,[    nan 0.74938     nan     nan],[    nan 0.71669     nan     nan],1.4660765716752369
20.1,1.4835298641951802,0,[    nan 0.75827     nan     nan],[    nan 0.72526     nan     nan],1.4835298641951802
20.1,1.5009831567151235,0,[    nan 0.76715     nan     nan],[    nan 0.73383     nan     nan],1.5009831567151235
20.1,1.5184364492350666,0,[    nan 0.77604     nan     nan],[   nan 0.7424    nan    nan],1.5184364492350666
20.1,1.53588974175501,0,[    nan 0.78492     nan     nan],[    nan 0.75097     nan     nan],1.53588974175501
20.1,1.5533430342749532,0,[   nan 0.7938    nan    nan],[    nan 0.75954     nan     nan],1.5533430342749532
20.1,1.5707963267948966,0,[0.80268 0.80268     nan     nan],[0.76811 0.76811     nan     nan],1.5707963267948966
20.1,1.5882496193148399,0,[0.81156     nan     nan     nan],[0.77669     nan     nan     nan],1.5882496193148399
20.1,1.6057029118347832,0,[0.82044     nan     nan     nan],[0.78526     nan     nan     nan],1.6057029118347832
